3.0000000000000000e+00 3.4132835820895525e+03
4.0000000000000000e+00 3.4080597014925370e+03
5.0000000000000000e+00 3.4013432835820895e+03
6.0000000000000000e+00 3.3931343283582091e+03
7.0000000000000000e+00 3.3834328358208954e+03
8.0000000000000000e+00 3.3722388059701493e+03
9.0000000000000000e+00 3.3595522388059703e+03
1.0000000000000000e+01 3.3453731343283584e+03
1.1000000000000000e+01 3.3297014925373132e+03
1.2000000000000000e+01 3.3125373134328356e+03
1.3000000000000000e+01 3.2938805970149251e+03
1.4000000000000000e+01 3.2737313432835822e+03
1.5000000000000000e+01 3.2520895522388059e+03
1.6000000000000000e+01 3.2289552238805968e+03
1.7000000000000000e+01 3.2043283582089553e+03
1.8000000000000000e+01 3.1782089552238804e+03
1.9000000000000000e+01 3.1505970149253731e+03
2.0000000000000000e+01 3.1214925373134329e+03
2.1000000000000000e+01 3.0908955223880598e+03
2.2000000000000000e+01 3.0588059701492539e+03
2.3000000000000000e+01 3.0252238805970146e+03
2.4000000000000000e+01 2.9901492537313434e+03
2.5000000000000000e+01 2.9535820895522388e+03
2.6000000000000000e+01 2.9155223880597014e+03
2.7000000000000000e+01 2.8759701492537315e+03
2.8000000000000000e+01 2.8349253731343283e+03
2.9000000000000000e+01 2.7923880597014927e+03
3.0000000000000000e+01 2.7483582089552237e+03
3.1000000000000000e+01 2.7028358208955224e+03
3.2000000000000000e+01 2.6558208955223881e+03
3.3000000000000000e+01 2.6073134328358210e+03
3.4000000000000000e+01 2.5573134328358205e+03
3.5000000000000000e+01 2.5058208955223881e+03
3.6000000000000000e+01 2.4528358208955224e+03
3.7000000000000000e+01 2.3983582089552237e+03
3.8000000000000000e+01 2.3423880597014927e+03
3.9000000000000000e+01 2.2849253731343283e+03
4.0000000000000000e+01 2.2259701492537315e+03
4.1000000000000000e+01 2.1655223880597014e+03
4.2000000000000000e+01 2.1035820895522388e+03
4.3000000000000000e+01 2.0401492537313434e+03
4.4000000000000000e+01 1.9752238805970146e+03
4.5000000000000000e+01 1.9088059701492534e+03
4.6000000000000000e+01 1.8408955223880598e+03
4.7000000000000000e+01 1.7714925373134329e+03
4.8000000000000000e+01 1.7005970149253731e+03
4.9000000000000000e+01 1.6282089552238806e+03
5.0000000000000000e+01 1.5543283582089550e+03
5.1000000000000000e+01 1.4789552238805970e+03
5.2000000000000000e+01 1.4020895522388059e+03
5.3000000000000000e+01 1.3237313432835822e+03
5.4000000000000000e+01 1.2438805970149253e+03
5.5000000000000000e+01 1.1625373134328356e+03
5.6000000000000000e+01 1.0797014925373137e+03
5.7000000000000000e+01 9.9537313432835822e+02
5.8000000000000000e+01 9.0955223880597055e+02
5.9000000000000000e+01 8.2223880597014943e+02
6.0000000000000000e+01 7.3343283582089532e+02
6.1000000000000000e+01 6.4313432835820925e+02
6.2000000000000000e+01 5.5134328358208950e+02
6.3000000000000000e+01 4.5805970149253716e+02
6.4000000000000000e+01 3.6328358208955245e+02
6.5000000000000000e+01 2.6701492537313413e+02
6.6000000000000000e+01 1.6925373134328404e+02
6.7000000000000000e+01 7.0000000000000000e+01
