# KAMEL field/operator oracle; Markl thesis (14.4)-(14.6), (15.10)-(15.31).
# Fixed columns: kind case row col v1 ... v20. Kind meanings are documented in the Mathematica source.
# Kind 1 includes screened mode zero, physical-space reference, deviation RHS, total field, radial E, and full WKB label.
# Kind 2 records the variable-grid hat mass/Laplace row; kind 3 drive DFT; kind 4 proves j-B uses mixed I11/I13.
1 1 -2 -2 5. 0.75 -2.513274122871834590770114706623602 -6.879046816697189516054074239920737 0 0.04 0.02857142857142857142857142857142857 0.05 0.1333333333333333333333333333333333 -0.6191142135027470564448666815928663 -1.113750436989068778789707257891929 -0.3439523408348594758027037119960368 -0.9172062422262919354738765653227649 0.09 0.1619047619047619047619047619047619 -0.4069110484649636956484947620247737 0.2261946710584651131693103235961242 0.2857142857142857142857142857142857 0.25 -6.460679469758414005849992607267676
1 1 -1 -1 5. 0.75 -1.256637061435917295385057353311801 -2.141636704174297379013518559980184 0 0.1 0.07142857142857142857142857142857143 0.1 0.1 -0.4283273408348594758027037119960368 -0.3671377207155938364023174674251744 -0.2141636704174297379013518559980184 -0.2141636704174297379013518559980184 0.2 0.1714285714285714285714285714285714 -0.2154234962461572506374384034248802 0.2513274122871834590770114706623602 0.2857142857142857142857142857142857 0.25 -1.723269357235521868809436927327123
1 1 0 0 5. 0.75 0 -0.5625 0 0.2 0.1428571428571428571428571428571429 0.15 0.06666666666666666666666666666666667 -0.196875 -0.1178571428571428571428571428571429 -0.084375 -0.0375 0.35 0.2095238095238095238095238095238095 0 0 0.2857142857142857142857142857142857 0.25 -0.1441326530612244897959183673469388
1 1 1 1 5. 0.75 1.256637061435917295385057353311801 -2.141636704174297379013518559980184 0 0.1 0.07142857142857142857142857142857143 0.2 0.03333333333333333333333333333333333 -0.6424910112522892137040555679940553 -0.2243619404373073444680828967598288 -0.4283273408348594758027037119960368 -0.07138789013914324596711728533267281 0.3 0.1047619047619047619047619047619048 0.1316476921504294309451012465374268 -0.3769911184307751886155172059935403 0.2857142857142857142857142857142857 0.25 -1.723269357235521868809436927327123
1 1 2 2 5. 0.75 2.513274122871834590770114706623602 -6.879046816697189516054074239920737 0 0.04 0.02857142857142857142857142857142857 0.25 0 -1.994923576842184959655681529577014 -0.1965441947627768433158306925691639 -1.719761704174297379013518559980184 0 0.29 0.02857142857142857142857142857142857 0.07180783208205241687914613447496007 -0.7288494956328320313233332649208447 0.2857142857142857142857142857142857 0.25 -6.460679469758414005849992607267676
2 1 2 1 1. 0 0.1666666666666666666666666666666667 1. -1. 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 1 2 2 1. 1. 1. -1.5 -1. 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 1 2 3 1. 3. 0.3333333333333333333333333333333333 0.5 -1. 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 1 -2 0 4. 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 1 -1 0 4. 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 1 0 0 4. 2. 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 1 1 0 4. 1. 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 1 2 0 4. 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 1 1 1 0.6 1.36 0.7185936234535801400061936904333 0.3501575392174912341599373500246 0.461124844617189526653298580121096 0.878535203521594278282138592990257 2.36915697945542707916094737164439 0.735940867870946603085120948874389 1.8280239883738486945395349092368 2.47796805864699592599758225155409 -0.0683982046885449427318317104870806 0.000151287181272794083008334522766 -0.068509445263010232498749603518527 -0.0501415103838337814551032173059693 0 0 0 0 0 0
