# KAMEL plasma-background oracle; thesis (2.48)-(2.52), (3.5)-(3.6), (5.8), (5.18)-(5.20).
# Fixed columns: kind case species reserved v1 ... v20.
# kind 1 geometry; kind 2 KIM species; kind 3 KIM collisions; kind 4 KiLCA legacy single-ion background; kind 5 periodic seams; kind 6 current/force balance.
1 1 0 0 0.001 1.2 18000. -1. 165. -6. 2. -0.5 -17999.99999977043158861779859985043 -0.09090909090793147266978686161540622 -0.999999999987246199367655477769468 -5.050505050440637370543714534189234e-6 6000.000061141720231850022206540623 0.01818181818158629453395737232308124 4.99654101758285165181846679070388e9 0 0 0 0 0
1 2 0 0 36.8 3. 18000. -1. 165. -6. 2. -0.5 -17950.46273197687913486524295570744 -1334.499047548988186187961496505119 -0.9972479295542710630480690530948579 -0.07413883597494378812155341647250661 0.1626191910294265876142673697952659 0 135422.2416574537417539821407225492 0 0 0 0 0
1 3 0 0 12. 2. 18000. -1. 165. -6. 2. 0 -17988.11096303577814402157691844965 -654.1131259285737506916937061254416 -0.9993394979464321191123098288027581 -0.0363396181071429861495385392291912 0.4997064556581727696431746502995903 0.0060566030178571643582564232048652 0 0 0 0 0 0
2 1 0 0 2.e13 1000. -1. 1. 9.1094e-28 1.326213600565859525947560334352542e9 -3.165867248886178084328867032887645e11 0.004189100478020519394438688829444589 0.005256634284958915572553851362628918 133147.12360838108 -0.1373938958931469229809012607664461 -0.015 298.81537759687205 2.3777209473918364e6 -2.e11 -15. 0 0.03 20000. 1.
2 1 1 0 2.e13 800. 1. 2. 3.3452e-24 1.95745737217050064549150130425901e7 8.621054381502974602829541238008703e7 0.2270554488520976099483479518365304 0.004701676637609654210339182904817577 3708.151412706171 0.1961173698664336537261265759580577 -0.0125 158.36387091394155 -23256.74823296738 -2.e11 -10. 300000. 0.03 20000. 1.
2 2 0 0 2.e13 1200. -1. 1. 9.1094e-28 1.452794210200134793332869984936703e9 -3.165867248886178084328867032887645e11 0.004588929654935025577104820555384413 0.005758354348854074777887334520960338 190143.72731663348 -0.1199115799109557691507510506387051 -0.01 -152.81011166683348 -1.6649862677900882e6 -2.e11 -12. 0 -0.02 -30000. -1.
2 2 1 0 1.4e13 800. 1. 2. 3.3452e-24 1.95745737217050064549150130425901e7 8.621054381502974602829541238008703e7 0.2270554488520976099483479518365304 0.005619578429110194851601336634326722 6240.452167823361 0.1923673698664336537261265759580577 -0.01 -62.73447242375874 13820.239542852136 -1.4e11 -8. 200000. -0.02 -30000. -1.
2 2 2 0 1.e12 500. 6. 12. 2.00712e-23 6.31766650277273548623135820590826e6 8.621054381502974602829541238008703e7 0.07328183100581866620501980295489727 0.002770489527833460217062836155047208 165469.82069519095 1.803726750717763075770815129197354 -0.01 -0.7636034747883601 521.1738518402595 -1.e10 -5. -100000. -0.02 -30000. -1.
3 1 0 0 133147.12360838108 15.594374509064814 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 1 1 0 3708.151412706171 15.594374509064814 15.59437858424086745122841384787564 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 2 0 0 190143.72731663348 15.776696211827115 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 2 1 0 6240.452167823361 15.776696211827115 15.77670014103482207744013187303015 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 2 2 0 165469.82069519095 15.776696211827115 15.77670014103482207744013187303015 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 1 0 0 2.e13 800. 1000. 1. 2. 3.34524316e-24 9.10938185917485e-28 1. 15.594378584240868 25.40668807732056665302319051589561 17.36696730648064868889734233370834 57203.955824537596 123728.2232736967982983259331055239 32.1372008503108567008638787287075 1519.60963931705676027851745419948 180942.1790982344 1561.746840167367616979381332928188 1.957422924571893343956521112173948e7 1.326200137476277256924609622542853e9 0
5 1 0 0 -9. 1.9e13 1160. 770. 520. 2.98 -0.51 -6.981317007977318307694763073954451e10 -5.235987755982988730771072305465838 4.188790204786390984616857844372671 -3.141592653589793238462643383279503 -0.003490658503988659153847381536977225 -0.001745329251994329576923690768488613 0 0 0 0 0 0 0
5 1 1 0 9. 1.9e13 1160. 770. 520. 2.98 -0.51 -6.981317007977318307694763073954451e10 -5.235987755982988730771072305465838 4.188790204786390984616857844372671 -3.141592653589793238462643383279503 -0.003490658503988659153847381536977225 -0.001745329251994329576923690768488613 0 0 0 0 0 0 0
6 1 0 0 36.8 1200. -18000. 3. -2. -6265.168933713132043702059102498891 4.771345159236942258888898333773645e9 8.495068881337077630500016816001338e10 0.e-64 0 0 0 0 0 0 0 0 0 0 0
